Column1.1,Column1.2,Column1.3,Column1.4,Column1.5,Column1.6,Column1.7,Column1.8,Column1.9,Column1.10,Column1.11,Column1.12,Column1.13,Column1.14,Column1.15,Column1.16,Column1.17,Column1.18,Column1.19,Column1.20,Column1.21,Column1.22,Column1.23,Column1.24,Column1.25,Column1.26,Column1.27,Column1.28,Column1.29,Column1.30,Column1.31,Column1.32,Column1.33,Column1.34,Column1.35,Column1.36,Column1.37,Column1.38,Column1.39,Column1.40,Column1.41,Column1.42,Column1.43,Column1.44,Column1.45,Column1.46,Column1.47,Column1.48
CHEMBL4530032,,None,304.37,0,2.39,9s,CCCN1CCC(c2nc3c(C(N)=O)c(F)ccc3[nH]2)CC1,IC50,'=',151500.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL4431954,Inhibition of PARP1 in human A549 cells assessed as potentiation of TMZ-mediated cytotoxicity by measuring TMZ IC50 for growth inhibition at 0.5 uM by SRB assay (Rvb TMZ IC50 = 295 uM),B,BAO_0000219,cell-based format,Homo sapiens,None,None,A549,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4431318,1,Scientific Literature,Bioorg Med Chem Lett,2016,CHEMBL3307651,,,,"151.5,,,,,,,,,,,,,,,"
CHEMBL4559177,,None,304.33,0,1.53,9y,CC(=O)N1CCC(c2nc3c(C(N)=O)c(F)ccc3[nH]2)CC1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL4431950,Inhibition of PARP1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4431318,1,Scientific Literature,Bioorg Med Chem Lett,2016,None,,,,",,,,,,,,,,,,,,,"
CHEMBL4445318,,None,304.37,0,2.74,9k,CCCN1CCCCC1c1nc2c(C(N)=O)c(F)ccc2[nH]1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL4431950,Inhibition of PARP1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4431318,1,Scientific Literature,Bioorg Med Chem Lett,2016,None,,,,",,,,,,,,,,,,,,,"
CHEMBL47283,,None,368.74,0,4.60,10c3,Cc1cccc2c(O)nc3cc(C(F)(F)F)c(NC(=O)CCl)cc3c12,IC50,'=',33.0,nM,7.48,,,UO_0000065,20.29,0.41,2.88,12.02,0,CHEMBL761611,Inhibitory concentration against purified recombinant human Poly (ADP-ribose) polymerase 1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134117,1,Scientific Literature,Bioorg Med Chem Lett,2001,None,,,,"0.033,,,,,,,,,,,,,,,"
CHEMBL289198,,None,345.83,0,2.74,10c1,C[N+](C)(C)CC(=O)Nc1ccc2nc(O)c3ccccc3c2c1.[Cl-],IC50,'=',30.0,nM,7.52,,,UO_0000065,24.24,0.45,4.78,12.09,0,CHEMBL762473,Inhibitory concentration against purified recombinant human poly (ADP-ribose) polymerase-1 (PARP1),B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134117,1,Scientific Literature,Bioorg Med Chem Lett,2001,None,,,,"0.03,,,,,,,,,,,,,,,"
CHEMBL296834,,None,237.21,0,1.19,"4, ME0439",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3414772,,None,247.25,0,0.03,"20, ME0455",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4454690,,None,335.41,0,2.34,11g,CC(C)NCc1ccc(-c2nc3cncc4c3n2CCNC4=O)cc1,IC50,'=',58.0,nM,7.24,,,UO_0000065,21.58,0.40,4.90,10.07,0,CHEMBL4432790,Inhibition of PARP-1 (unknown origin) after 1 hr in presence of NAD+/biotinylated NAD+/slDNA by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4431370,1,Scientific Literature,Bioorg Med Chem,2016,None,,,,"58.0,,,,,,,,,,,,,,,"
CHEMBL3291318,,None,324.38,0,1.46,17h,Cn1c(C(=O)N2CCCNCC2)cc2[nH]c(=O)c3ccccc3c21,IC50,'=',100.0,nM,7.00,,,UO_0000065,21.58,0.40,5.54,9.98,0,CHEMBL3295803,Inhibition of human recombinant PARP-1 after 1 hr by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3286212,1,Scientific Literature,Bioorg Med Chem Lett,2014,None,,,,"0.1,,,,,,,,,,,,,,,"
CHEMBL3290476,,None,297.27,0,1.81,58,NC(=O)c1cccc2c1O/C(=C\c1ccc(O)c(O)c1)C2=O,IC50,'=',531.0,nM,6.28,,,UO_0000065,21.11,0.39,4.46,5.71,0,CHEMBL3293313,Inhibition of PARP-1 (unknown origin) using biotinylated NAD+ as substrate after 60 mins by spectrophotometry,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3286176,1,Scientific Literature,J Med Chem,2014,None,,,,"0.531,,,,,,,,,,,,,,,"
CHEMBL571223,,None,261.28,0,2.84,8,O=c1[nH]c2cc(-c3ccccc3)nn2c2ccccc12,IC50,'=',100.0,nM,7.00,,,UO_0000065,26.79,0.48,4.16,13.96,0,CHEMBL1056264,Inhibition of PARP1 by scintillation proximity assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1152388,1,Scientific Literature,Bioorg Med Chem Lett,2009,None,,,,"0.1,,,,,,,,,,,,,,,"
CHEMBL3291311,,None,310.36,0,1.07,17a,Cn1c(C(=O)N2CCNCC2)cc2[nH]c(=O)c3ccccc3c21,IC50,'=',44.0,nM,7.36,,,UO_0000065,23.70,0.44,6.29,10.49,0,CHEMBL3295803,Inhibition of human recombinant PARP-1 after 1 hr by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3286212,1,Scientific Literature,Bioorg Med Chem Lett,2014,None,,,,"0.044,,,,,,,,,,,,,,,"
CHEMBL48391,,None,240.22,0,3.00,43,O=[N+]([O-])c1ccc2nc(O)c3ccccc3c2c1,IC50,'=',350.0,nM,6.46,,,UO_0000065,26.88,0.49,3.46,8.47,0,CHEMBL763795,The compound was tested for poly(ADP-ribose)-polymerase (PARP) inhibition,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134673,1,Scientific Literature,J Med Chem,2001,None,,,,"0.35,,,,,,,,,,,,,,,"
CHEMBL186418,,None,379.89,0,4.30,3,O=c1[nH]c(CCCN2CC=C(c3ccccc3)CC2)nc2cccc(Cl)c12,IC50,'=',65.0,nM,7.19,,,UO_0000065,18.92,0.36,2.89,14.67,0,CHEMBL833529,In vitro inhibitory concentration against human recombinant Poly (ADP-ribose) polymerase 1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137205,1,Scientific Literature,J Med Chem,2004,None,,,,"65.0,,,,,,,,,,,,,,,"
CHEMBL312183,,None,353.47,0,3.09,20,O=C(CCCN1CCCCC1)N1CCc2nc(O)c3ccccc3c2C1,IC50,'=',457.0,nM,6.34,,,UO_0000065,17.94,0.33,3.25,11.19,0,CHEMBL761609,Inhibition of human recombinant Poly (ADP-ribose) polymerase 1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1136129,1,Scientific Literature,Bioorg Med Chem Lett,2003,None,,,,"457.0,,,,,,,,,,,,,,,"
CHEMBL417002,,None,481.60,0,2.86,11a2,CS(=O)(=O)O.O=S(=O)(NCCN1CCCCC1)c1ccc2nc(O)c3ccccc3c2c1,IC50,'=',36.0,nM,7.44,,,UO_0000065,19.31,0.38,4.58,9.02,0,CHEMBL761611,Inhibitory concentration against purified recombinant human Poly (ADP-ribose) polymerase 1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134117,1,Scientific Literature,Bioorg Med Chem Lett,2001,None,,,,"0.036,,,,,,,,,,,,,,,"
CHEMBL497774,,None,279.34,0,2.90,30,Cc1nn(-c2ccccc2)c2[nH]c(=O)c3c(c12)CCCC3,IC50,'=',9720.0,nM,5.01,,,UO_0000065,17.94,0.33,2.11,9.89,0,CHEMBL952237,Inhibition of PARP1 in human HeLa cells by fluid scintillation counting using [adenylated-32P]NAD as substrate,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1141680,1,Scientific Literature,Bioorg Med Chem Lett,2008,CHEMBL3308376,,,,"9720.0,,,,,,,,,,,,,,,"
CHEMBL1767062,,None,189.17,0,1.23,24,O=C(O)c1cccc2c(=O)[nH]ccc12,IC50,'<',13000.0,nM,,,,UO_0000065,,,,,0,CHEMBL1767528,Inhibition of full length human PARP-1 by broken nuclei assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1765088,1,Scientific Literature,J Med Chem,2011,None,,,,"13.0,,,,,,,,,,,,,,,"
CHEMBL1935275,,None,472.50,0,2.13,28,NC(=O)[C@@H]1CCCN1C(=O)CCC(=O)c1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4,IC50,'=',13.0,nM,7.89,,,UO_0000065,16.69,0.31,5.76,5.54,0,CHEMBL1938153,Inhibition of recombinant human PARP1 by in vitro assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1933047,1,Scientific Literature,Bioorg Med Chem Lett,2012,None,,,,"13.0,,,,,,,,,,,,,,,"
CHEMBL3764422,,None,414.48,0,4.42,52,CN(C)Cc1ccc(C2Nc3cccc4c(=O)[nH]nc(c34)C2c2ccc(F)cc2)cc1,IC50,'=',2.48,nM,8.61,,,UO_0000065,20.76,0.38,4.19,14.10,0,CHEMBL3767923,Inhibition of human PARP1 using [3H]NAD as substrate after 1 min by microplate scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3763037,1,Scientific Literature,J Med Chem,2016,None,,,,"2.48,,,,,,,,,,,,,,,"
CHEMBL3765611,,None,432.47,0,4.56,32,CN(C)Cc1ccc(C2Nc3cc(F)cc4c(=O)[nH]nc(c34)C2c2ccc(F)cc2)cc1,IC50,'=',2.63,nM,8.58,,,UO_0000065,19.84,0.37,4.02,14.06,0,CHEMBL3767923,Inhibition of human PARP1 using [3H]NAD as substrate after 1 min by microplate scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3763037,1,Scientific Literature,J Med Chem,2016,None,,,,"2.63,,,,,,,,,,,,,,,"
CHEMBL3763674,,None,426.50,0,4.57,57,O=c1[nH]nc2c3c(cccc13)NC(c1ccc(CN3CCC3)cc1)C2c1ccc(F)cc1,IC50,'=',3.09,nM,8.51,,,UO_0000065,19.95,0.36,3.94,13.95,0,CHEMBL3767923,Inhibition of human PARP1 using [3H]NAD as substrate after 1 min by microplate scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3763037,1,Scientific Literature,J Med Chem,2016,None,,,,"3.09,,,,,,,,,,,,,,,"
CHEMBL3763492,,None,347.38,0,1.69,18,Cn1ccnc1C1Nc2cccc3c(=O)[nH]nc(c23)C1c1nccn1C,IC50,'=',24.5,nM,7.61,,,UO_0000065,21.91,0.40,5.92,8.15,0,CHEMBL3767923,Inhibition of human PARP1 using [3H]NAD as substrate after 1 min by microplate scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3763037,1,Scientific Literature,J Med Chem,2016,None,,,,"24.5,,,,,,,,,,,,,,,"
CHEMBL3763188,,None,361.38,0,3.09,37,Cn1ccnc1C1c2n[nH]c(=O)c3cc(F)cc(c23)NC1c1ccccc1,IC50,'=',2.14,nM,8.67,,,UO_0000065,23.99,0.44,5.58,11.47,0,CHEMBL3767923,Inhibition of human PARP1 using [3H]NAD as substrate after 1 min by microplate scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3763037,1,Scientific Literature,J Med Chem,2016,None,,,,"2.14,,,,,,,,,,,,,,,"
CHEMBL3764188,,None,379.37,0,3.23,39,Cn1nccc1C1c2n[nH]c(=O)c3cc(F)cc(c23)NC1c1ccc(F)cc1,IC50,'=',1.84,nM,8.73,,,UO_0000065,23.03,0.43,5.51,11.55,0,CHEMBL3767923,Inhibition of human PARP1 using [3H]NAD as substrate after 1 min by microplate scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3763037,1,Scientific Literature,J Med Chem,2016,None,,,,"1.84,,,,,,,,,,,,,,,"
CHEMBL3763497,,None,362.37,0,2.49,44,Cn1ncnc1C1c2n[nH]c(=O)c3cc(F)cc(c23)NC1c1ccccc1,IC50,'=',2.6,nM,8.59,,,UO_0000065,23.69,0.43,6.10,9.70,0,CHEMBL3767923,Inhibition of human PARP1 using [3H]NAD as substrate after 1 min by microplate scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3763037,1,Scientific Literature,J Med Chem,2016,None,,,,"2.6,,,,,,,,,,,,,,,"
CHEMBL3765056,,None,362.37,0,2.49,46,Cn1ncnc1C1c2n[nH]c(=O)c3cccc(c23)NC1c1ccc(F)cc1,IC50,'=',2.29,nM,8.64,,,UO_0000065,23.84,0.44,6.15,9.76,0,CHEMBL3767923,Inhibition of human PARP1 using [3H]NAD as substrate after 1 min by microplate scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3763037,1,Scientific Literature,J Med Chem,2016,None,,,,"2.29,,,,,,,,,,,,,,,"
CHEMBL123572,,None,135.17,0,1.09,13,Cc1cccc(C(N)=O)c1,IC50,'=',19000.0,nM,4.72,,,UO_0000065,34.93,0.64,3.63,10.96,0,CHEMBL763795,The compound was tested for poly(ADP-ribose)-polymerase (PARP) inhibition,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134673,1,Scientific Literature,J Med Chem,2001,None,,,,"19.0,,,,,,,,,,,,,,,"
CHEMBL3943283,,None,424.50,0,1.36,BDBM191214,Cc1ccc(C(=O)C2CCN(CC(=O)NCc3nc4c(c(=O)[nH]3)COCC4)CC2)cc1,IC50,'=',8300.0,nM,5.08,,342065,UO_0000065,11.97,0.22,3.72,4.87,0,CHEMBL3887524,"Biochemical Assay: The autoparsylation activity of the TNKS 1/2 or PARP1/2 enzymes was measured by the liquid chromatography-mass spectrometry (LC/MS) detection of nicotinamide as readout. Compound activity in inhibiting the TNKS and PARP autoparsylation was evaluated by IC50 measurements. In the compound screening assays, the reaction is composed of 5 μL of compound in 8-point serial dilutions with concentrations ranging from 0.0086 to 18.75 μM, 20 nM of purified enzyme, and 250 μM of β-NAD+ in the 1× Assay Buffer. After 60 min incubation at room temperature, the reactions were quenched by the addition of 10 μL of 5× quenching solution (20% formic acid and 500 nM [d]-nicotinamide in water). For the background control wells, 10 μL of the 5× quenching solution per well was added prior to the addition of β-NAD+.",,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3903427,,None,510.59,1,1.61,BDBM191218,O=C(CN1CCC(C(=O)c2ccc(OC3CCOCC3)cc2)CC1)NCc1nc2c(c(=O)[nH]1)COCC2,IC50,'=',5800.0,nM,5.24,,342069,UO_0000065,10.26,0.19,3.63,4.26,0,CHEMBL3887524,"Biochemical Assay: The autoparsylation activity of the TNKS 1/2 or PARP1/2 enzymes was measured by the liquid chromatography-mass spectrometry (LC/MS) detection of nicotinamide as readout. Compound activity in inhibiting the TNKS and PARP autoparsylation was evaluated by IC50 measurements. In the compound screening assays, the reaction is composed of 5 μL of compound in 8-point serial dilutions with concentrations ranging from 0.0086 to 18.75 μM, 20 nM of purified enzyme, and 250 μM of β-NAD+ in the 1× Assay Buffer. After 60 min incubation at room temperature, the reactions were quenched by the addition of 10 μL of 5× quenching solution (20% formic acid and 500 nM [d]-nicotinamide in water). For the background control wells, 10 μL of the 5× quenching solution per well was added prior to the addition of β-NAD+.",,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3696942,,None,297.31,0,2.85,BDBM165200,O=C(O)c1ccc2c(c1)nc(OCCCO)c1ccccc12,IC50,'=',400.0,nM,6.40,,308898,UO_0000065,21.52,0.40,3.55,8.03,0,CHEMBL3887113,"Chemiluminescent PARP Assay: PARP assays are conducted using a chemiluminescent PARP assay kit (Trevigen). Briefly, reactions are performed in Histone-coated strip wells, by adding 10 microliters test compound dissolved in 1x PARP Buffer (prepared by mixing 20x PARP buffer diluted with high-purity water) and 15 microliters diluted PARP-HSA enzyme (diluted in 1x PARP buffer, 0.1 unit per well) to 25 microliters PARP cocktail (prepared from 10x PARP cocktail and 10x activated DNA, both 2.5 microliters per well and 20 microliters per well of 1x PARP buffer). The reactions are incubated at ambient temperature for 60 minutes, then the liquid was removed. After washing the wells four times with PBS (200 ul), 50 microliters of STREP-HRP (Horseradish Peroxidase) solution (diluted 500-fold in 1x Strep-Diluent) was added and the reactions were allowed to incubate for 30 minutes at ambient temperature.",,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4285227,,None,319.37,0,1.02,33,NC(=O)c1cc(F)cc2[nH]c(C3=NC4CCNCC4S3)nc12,IC50,'=',37.0,nM,7.43,,,UO_0000065,23.27,0.46,6.41,7.73,0,CHEMBL4254940,Inhibition of recombinant human PARP1 using histone as substrate after 1 hr in presence of NAD+ by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4251650,1,Scientific Literature,Eur J Med Chem,2018,None,,,,"37.0,,,,,,,,,,,,,,,"
CHEMBL4277995,,None,344.42,0,3.13,18,CCC1NCCc2cc(-c3nc4c(C(N)=O)cc(F)cc4[nH]3)sc21,IC50,'=',25.0,nM,7.60,,,UO_0000065,22.07,0.43,4.47,9.07,0,CHEMBL4254940,Inhibition of recombinant human PARP1 using histone as substrate after 1 hr in presence of NAD+ by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4251650,1,Scientific Literature,Eur J Med Chem,2018,None,,,,"25.0,,,,,,,,,,,,,,,"
CHEMBL4575720,,None,350.45,0,3.89,5,CC(O)CSc1nnc(-c2cc3ccccc3[nH]2)n1-c1ccccc1,IC50,'=',330.0,nM,6.48,,,UO_0000065,18.49,0.35,2.59,9.71,0,CHEMBL4363049,Inhibition of recombinant human full length N-terminal GST- tagged PARP1 expressed in baculovirus infected sf9 cells using Colorimetric HRP as substrate incubated for 30 mins by UV/Vis spectrophotometer analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4359897,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860,,,,"0.33,,,,,,,,,,,,,,,"
CHEMBL4159834,,None,467.50,0,3.21,53,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)cc(F)c1F)N1CCN(c2nccs2)CC1,IC50,'=',0.2,nM,9.70,,,UO_0000065,20.75,0.40,6.49,11.80,0,CHEMBL4131013,Inhibition of PARP1 (unknown origin) by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4130350,1,Scientific Literature,Eur J Med Chem,2017,None,,,,"0.2,,,,,,,,,,,,,,,"
CHEMBL3577700,,None,521.53,1,0.60,A102-Dap-B104,COc1ccc2c(c1)C(CC(=O)N[C@@H](CNC(=O)c1ccccc1N1CCC(=O)NC1=O)C(N)=O)CC2=O,IC50,'=',28.0,nM,7.55,,,UO_0000065,14.48,0.27,6.95,4.27,0,CHEMBL3579452,Inhibition of full length PARP1 (unknown origin) expressed in Escherichia coli BL21 (DE3) assessed as reduction in ADP-ribosyl transferase activity using NAD+ by chemiluminescence detection based assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3576815,1,Scientific Literature,J Med Chem,2015,None,,,,"0.028,,,,,,,,,,,,,,,"
CHEMBL3577628,,None,371.82,0,2.76,X014/Y469,O=C1CCN(c2ccccc2C(=O)NCCc2ccc(Cl)cc2)C(=O)N1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL3579452,Inhibition of full length PARP1 (unknown origin) expressed in Escherichia coli BL21 (DE3) assessed as reduction in ADP-ribosyl transferase activity using NAD+ by chemiluminescence detection based assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3576815,1,Scientific Literature,J Med Chem,2015,None,,,,",,,,,,,,,,,,,,,"
CHEMBL3617775,,None,320.35,0,1.94,8,CNCc1ccc(-c2cc3c4c(c[nH]c4c2)C(=O)NNC3=O)cc1,IC50,'=',2.952,10'8nM,,,,,,,,,0,CHEMBL3619957,Inhibition of PARP1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3616447,1,Scientific Literature,Bioorg Med Chem Lett,2015,None,,,,"2.952,,,,,,,,,,,,,,,"
CHEMBL2322615,,None,424.46,0,2.73,56,O=C(NC1CNC(=O)c2ccccc21)c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1,IC50,'=',145750.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL2330729,Inhibition of human recombinant PARP1 after 1 hr by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL2321760,1,Scientific Literature,J Med Chem,2013,None,,,,"145.75,,,,,,,,,,,,,,,"
CHEMBL2323223,,None,454.51,0,3.50,38,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCc2cccc3c2C1CNC3,IC50,'=',156000.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL2330729,Inhibition of human recombinant PARP1 after 1 hr by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL2321760,1,Scientific Literature,J Med Chem,2013,None,,,,"156.0,,,,,,,,,,,,,,,"
CHEMBL2323545,,None,476.55,0,2.29,S-22,C[C@H](NC(=O)CN1CCc2cccc3c2C1CNC3=O)C(=O)N1CC=C(c2ccc(F)cc2)CC1,IC50,'=',19.0,nM,7.72,,,UO_0000065,16.20,0.30,5.43,9.44,0,CHEMBL2330729,Inhibition of human recombinant PARP1 after 1 hr by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL2321760,1,Scientific Literature,J Med Chem,2013,None,,,,"0.019,,,,,,,,,,,,,,,"
CHEMBL2323537,,None,354.45,0,0.54,12,O=C1NCC2c3c(cccc31)CCN2CC(=O)N1CC2CCCNC2C1,IC50,'=',9350.0,nM,5.03,,,UO_0000065,14.19,0.26,4.49,7.78,0,CHEMBL2330729,Inhibition of human recombinant PARP1 after 1 hr by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL2321760,1,Scientific Literature,J Med Chem,2013,None,,,,"9.35,,,,,,,,,,,,,,,"
CHEMBL4797458,,None,383.06,0,2.09,10,COc1cc(/C=N/NC(N)=S)c(Br)c(Br)c1O,IC50,'=',254000.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL4767400,Inhibition of human recombinant GST-tagged PARP-1 expressed in Escherichia coli assessed as reduction in NAD+-dependent ADP ribosylation incubated for 30 mins in presence and NAD by resazurin dye based fluorescence analysis,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4765243,1,Scientific Literature,J Med Chem,2019,None,TIME = 0.5 hr,INHIBITOR,,"254.0,,,,,,,,,,,,,,,"
CHEMBL4079213,,None,396.42,0,1.77,4r,NC(=O)c1cccc(NC(=O)/C=C\C(=O)N2CCN(c3ccccc3F)CC2)c1,IC50,'=',510.0,nM,6.29,,,UO_0000065,15.87,0.30,4.52,6.57,0,CHEMBL4022063,Inhibition of recombinant human full length His6-tagged PARP1 expressed in Escherichia coli BL21(DE3) preincubated for 15 mins followed by biotinylated NAD+ addition by chemiluminescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4020766,1,Scientific Literature,Bioorg Med Chem Lett,2017,None,,,,"0.51,,,,,,,,,,,,,,,"
